0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.43,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.46,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.05,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.44,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,-0.2,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,27,6,8,92037,49841,7,5,6,8,8,8,25,15,20,20,15,5,0.23,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,33,6,8,0,0,7,7,9,7,10,7,22,22,15,15,5,21,0.3,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,25,6,6,0,0,2,10,9,9,10,10,20,20,20,20,10,10,0.66,1,5,7,3
0,0,22,6,3,23060,44346,2,7,7,8,8,10,20,20,20,10,10,20,33,6,7,0,0,10,8,10,9,10,9,19,19,19,19,19,5,-0.12,1,5,7,3
1,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.33,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.01,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.43,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.44,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,-0.63,3,1,4,3
1,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,27,6,8,92037,49841,7,5,6,8,8,8,25,15,20,20,15,5,0.04,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,33,6,8,0,0,7,7,9,7,10,7,22,22,15,15,5,21,0.31,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,25,6,6,0,0,2,10,9,9,10,10,20,20,20,20,10,10,0.65,3,1,4,3
0,0,23,2,9,1890,0,2,6,9,9,8,9,15,15,20,20,20,10,33,6,7,0,0,10,8,10,9,10,9,19,19,19,19,19,5,0.11,3,1,4,3
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.06,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.07,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.19,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.26,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,-0.14,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,27,6,8,92037,49841,7,5,6,8,8,8,25,15,20,20,15,5,-0.03,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,33,6,8,0,0,7,7,9,7,10,7,22,22,15,15,5,21,0.47,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,25,6,6,0,0,2,10,9,9,10,10,20,20,20,20,10,10,0.39,3,3,7,1
0,0,24,4,10,46815,42225,2,7,9,10,8,8,15,20,15,20,15,15,33,6,7,0,0,10,8,10,9,10,9,19,19,19,19,19,5,0.39,3,3,7,1
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.38,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.73,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.31,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.24,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,0.27,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,27,6,8,92037,49841,7,5,6,8,8,8,25,15,20,20,15,5,0.15,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,33,6,8,0,0,7,7,9,7,10,7,22,22,15,15,5,21,-0.09,10,1,7,4
1,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,25,6,6,0,0,2,10,9,9,10,10,20,20,20,20,10,10,0.6,10,1,7,4
0,0,34,2,7,91206,37405,6,8,10,7,8,8,10,20,20,20,20,10,33,6,7,0,0,10,8,10,9,10,9,19,19,19,19,19,5,0.14,10,1,7,4
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.28,3,5,2,1
1,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.18,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.26,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.46,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,-0.14,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,27,6,8,92037,49841,7,5,6,8,8,8,25,15,20,20,15,5,0.14,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,33,6,8,0,0,7,7,9,7,10,7,22,22,15,15,5,21,0.2,3,5,2,1
1,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,25,6,6,0,0,2,10,9,9,10,10,20,20,20,20,10,10,0.81,3,5,2,1
0,0,27,2,15,54449,28524,6,10,9,10,9,8,15,20,20,15,15,15,33,6,7,0,0,10,8,10,9,10,9,19,19,19,19,19,5,0.03,3,5,2,1
0,0,34,2,10,8028,0,7,7,9,7,9,4,10,25,20,20,5,20,27,2,16,0,0,2,7,9,8,9,5,20,20,20,25,5,10,0.28,6,6,6,3
0,0,34,2,10,8028,0,7,7,9,7,9,4,10,25,20,20,5,20,28,2,8,0,0,7,7,10,7,10,10,20,20,20,10,10,20,0.66,6,6,6,3
1,0,34,2,10,8028,0,7,7,9,7,9,4,10,25,20,20,5,20,32,2,7,2173,0,1,5,7,6,8,7,18,10,30,10,10,22,0.54,6,6,6,3
0,0,34,2,10,8028,0,7,7,9,7,9,4,10,25,20,20,5,20,25,2,10,11234,41476,2,7,8,6,7,6,35,20,10,20,10,5,0.52,6,6,6,3
0,0,34,2,10,8028,0,7,7,9,7,9,4,10,25,20,20,5,20,25,4,10,200065,0,2,5,10,2,8,4,20,30,10,15,0,25,0.02,6,6,6,3
